Index,Name,Driver,Neurotransmitter,Birthtime
1,104198-F-000000,104198-Gal4,unknown,embryo
2,104198-F-000001,104198-Gal4,unknown,embryo
3,104198-F-000003,104198-Gal4,unknown,embryo
4,104198-F-000004,104198-Gal4,unknown,embryo
5,104198-F-000005,104198-Gal4,unknown,embryo
6,104198-F-000007,104198-Gal4,unknown,embryo
7,104198-F-000008,104198-Gal4,unknown,embryo
8,104198-F-000010,104198-Gal4,unknown,embryo
9,104198-F-000011,104198-Gal4,unknown,embryo
10,104198-F-000012,104198-Gal4,unknown,embryo
11,104198-F-000014,104198-Gal4,unknown,embryo
12,104198-F-000015,104198-Gal4,unknown,embryo
13,104198-F-100000,104198-Gal4,unknown,day 1
14,104198-F-100001,104198-Gal4,unknown,day 1
15,104198-F-100003,104198-Gal4,unknown,day 1
16,104198-F-100004,104198-Gal4,unknown,day 1
17,104198-F-100005,104198-Gal4,unknown,day 1
18,104198-F-100006,104198-Gal4,unknown,day 1
19,104198-F-100007,104198-Gal4,unknown,day 1
20,104198-F-100008,104198-Gal4,unknown,day 1
21,104198-F-100009,104198-Gal4,unknown,day 1
22,104198-F-100013,104198-Gal4,unknown,day 1
23,104198-F-100014,104198-Gal4,unknown,day 1
24,104198-F-100015,104198-Gal4,unknown,day 1
25,104198-F-100017,104198-Gal4,unknown,day 1
26,104198-F-100018,104198-Gal4,unknown,day 1
27,104198-F-100019,104198-Gal4,unknown,day 1
28,104198-F-100020,104198-Gal4,unknown,day 1
29,104198-F-100021,104198-Gal4,unknown,day 1
30,104198-F-100023,104198-Gal4,unknown,day 1
31,104198-F-100025,104198-Gal4,unknown,day 1
32,104198-F-100026,104198-Gal4,unknown,day 1
33,104198-F-100027,104198-Gal4,unknown,day 1
34,104198-F-100029,104198-Gal4,unknown,day 1
35,104198-F-100030,104198-Gal4,unknown,day 1
36,104198-F-100032,104198-Gal4,unknown,day 1
37,104198-F-100034,104198-Gal4,unknown,day 1
38,104198-F-100035,104198-Gal4,unknown,day 1
39,104198-F-200000,104198-Gal4,unknown,day 2
40,104198-F-200001,104198-Gal4,unknown,day 2
41,104198-F-200003,104198-Gal4,unknown,day 2
42,104198-F-200004,104198-Gal4,unknown,day 2
43,104198-F-200006,104198-Gal4,unknown,day 2
44,104198-F-200008,104198-Gal4,unknown,day 2
45,104198-F-300000,104198-Gal4,unknown,day 3
46,104198-F-300002,104198-Gal4,unknown,day 3
47,104198-F-300003,104198-Gal4,unknown,day 3
48,104198-F-300005,104198-Gal4,unknown,day 3
49,104198-F-300007,104198-Gal4,unknown,day 3
50,104198-F-300008,104198-Gal4,unknown,day 3
51,104198-F-300009,104198-Gal4,unknown,day 3
52,104198-F-300011,104198-Gal4,unknown,day 3
53,104198-F-300012,104198-Gal4,unknown,day 3
54,104198-F-300014,104198-Gal4,unknown,day 3
55,104198-F-300015,104198-Gal4,unknown,day 3
56,104198-F-300016,104198-Gal4,unknown,day 3
57,104198-F-300017,104198-Gal4,unknown,day 3
58,104198-F-300018,104198-Gal4,unknown,day 3
59,104198-F-300019,104198-Gal4,unknown,day 3
60,104198-F-300020,104198-Gal4,unknown,day 3
61,104198-F-300021,104198-Gal4,unknown,day 3
62,104198-F-300022,104198-Gal4,unknown,day 3
63,104198-F-300023,104198-Gal4,unknown,day 3
64,104198-F-300024,104198-Gal4,unknown,day 3
65,104198-F-300025,104198-Gal4,unknown,day 3
66,104198-F-300026,104198-Gal4,unknown,day 3
67,104198-F-300027,104198-Gal4,unknown,day 3
68,104198-F-300028,104198-Gal4,unknown,day 3
69,104198-F-300029,104198-Gal4,unknown,day 3
70,104198-F-300030,104198-Gal4,unknown,day 3
71,104198-F-300031,104198-Gal4,unknown,day 3
72,5HT1A-F-000000,5-HT1A-Gal4,unknown,embryo
73,5HT1A-F-000001,5-HT1A-Gal4,unknown,embryo
74,5HT1A-F-000002,5-HT1A-Gal4,unknown,embryo
75,5HT1A-F-000003,5-HT1A-Gal4,unknown,embryo
76,5HT1A-F-000004,5-HT1A-Gal4,unknown,embryo
77,5HT1A-F-000005,5-HT1A-Gal4,unknown,embryo
78,5HT1A-F-000006,5-HT1A-Gal4,unknown,embryo
79,5HT1A-F-000007,5-HT1A-Gal4,unknown,embryo
80,5HT1A-F-000008,5-HT1A-Gal4,unknown,embryo
81,5HT1A-F-000009,5-HT1A-Gal4,unknown,embryo
82,5HT1A-F-100000,5-HT1A-Gal4,unknown,day 1
83,5HT1A-F-100001,5-HT1A-Gal4,unknown,day 1
84,5HT1A-F-100002,5-HT1A-Gal4,unknown,day 1
85,5HT1A-F-100003,5-HT1A-Gal4,unknown,day 1
86,5HT1A-F-100004,5-HT1A-Gal4,unknown,day 1
87,5HT1A-F-100005,5-HT1A-Gal4,unknown,day 1
88,5HT1A-F-100006,5-HT1A-Gal4,unknown,day 1
89,5HT1A-F-100007,5-HT1A-Gal4,unknown,day 1
90,5HT1A-F-100008,5-HT1A-Gal4,unknown,day 1
91,5HT1A-F-100009,5-HT1A-Gal4,unknown,day 1
92,5HT1A-F-100010,5-HT1A-Gal4,unknown,day 1
93,5HT1A-F-100011,5-HT1A-Gal4,unknown,day 1
94,5HT1A-F-100012,5-HT1A-Gal4,unknown,day 1
95,5HT1A-F-100013,5-HT1A-Gal4,unknown,day 1
96,5HT1A-F-100014,5-HT1A-Gal4,unknown,day 1
97,5HT1A-F-100015,5-HT1A-Gal4,unknown,day 1
98,5HT1A-F-100016,5-HT1A-Gal4,unknown,day 1
99,5HT1A-F-100017,5-HT1A-Gal4,unknown,day 1
100,5HT1A-F-100018,5-HT1A-Gal4,unknown,day 1
101,5HT1A-F-100019,5-HT1A-Gal4,unknown,day 1
102,5HT1A-F-100020,5-HT1A-Gal4,unknown,day 1
103,5HT1A-F-100021,5-HT1A-Gal4,unknown,day 1
104,5HT1A-F-100022,5-HT1A-Gal4,unknown,day 1
105,5HT1A-F-100023,5-HT1A-Gal4,unknown,day 1
106,5HT1A-F-100024,5-HT1A-Gal4,unknown,day 1
107,5HT1A-F-100025,5-HT1A-Gal4,unknown,day 1
108,5HT1A-F-100026,5-HT1A-Gal4,unknown,day 1
109,5HT1A-F-100027,5-HT1A-Gal4,unknown,day 1
110,5HT1A-F-100028,5-HT1A-Gal4,unknown,day 1
111,5HT1A-F-100029,5-HT1A-Gal4,unknown,day 1
112,5HT1A-F-100030,5-HT1A-Gal4,unknown,day 1
113,5HT1A-F-100031,5-HT1A-Gal4,unknown,day 1
114,5HT1A-F-100032,5-HT1A-Gal4,unknown,day 1
115,5HT1A-F-100033,5-HT1A-Gal4,unknown,day 1
116,5HT1A-F-200000,5-HT1A-Gal4,unknown,day 2
117,5HT1A-F-200001,5-HT1A-Gal4,unknown,day 2
118,5HT1A-F-200002,5-HT1A-Gal4,unknown,day 2
119,5HT1A-F-200003,5-HT1A-Gal4,unknown,day 2
120,5HT1A-F-200004,5-HT1A-Gal4,unknown,day 2
121,5HT1A-F-200005,5-HT1A-Gal4,unknown,day 2
122,5HT1A-F-200006,5-HT1A-Gal4,unknown,day 2
123,5HT1A-F-200007,5-HT1A-Gal4,unknown,day 2
124,5HT1A-F-200008,5-HT1A-Gal4,unknown,day 2
125,5HT1A-F-200009,5-HT1A-Gal4,unknown,day 2
126,5HT1A-F-200010,5-HT1A-Gal4,unknown,day 2
127,5HT1A-F-200011,5-HT1A-Gal4,unknown,day 2
128,5HT1A-F-200012,5-HT1A-Gal4,unknown,day 2
129,5HT1A-F-200013,5-HT1A-Gal4,unknown,day 2
130,5HT1A-F-200016,5-HT1A-Gal4,unknown,day 2
131,5HT1A-F-200017,5-HT1A-Gal4,unknown,day 2
132,5HT1A-F-200018,5-HT1A-Gal4,unknown,day 2
133,5HT1A-F-300000,5-HT1A-Gal4,unknown,day 3
134,5HT1A-F-300001,5-HT1A-Gal4,unknown,day 3
135,5HT1A-F-300002,5-HT1A-Gal4,unknown,day 3
136,5HT1A-F-300003,5-HT1A-Gal4,unknown,day 3
137,5HT1A-F-300004,5-HT1A-Gal4,unknown,day 3
138,5HT1A-F-300005,5-HT1A-Gal4,unknown,day 3
139,5HT1A-F-300006,5-HT1A-Gal4,unknown,day 3
140,5HT1A-F-300007,5-HT1A-Gal4,unknown,day 3
141,5HT1A-F-300008,5-HT1A-Gal4,unknown,day 3
142,5HT1A-F-300009,5-HT1A-Gal4,unknown,day 3
143,5HT1A-F-300010,5-HT1A-Gal4,unknown,day 3
144,5HT1A-F-300011,5-HT1A-Gal4,unknown,day 3
145,5HT1A-F-300012,5-HT1A-Gal4,unknown,day 3
146,5HT1A-F-300013,5-HT1A-Gal4,unknown,day 3
147,5HT1A-F-300014,5-HT1A-Gal4,unknown,day 3
148,5HT1A-F-300016,5-HT1A-Gal4,unknown,day 3
149,5HT1A-F-300017,5-HT1A-Gal4,unknown,day 3
150,5HT1A-F-300018,5-HT1A-Gal4,unknown,day 3
151,5HT1A-F-300019,5-HT1A-Gal4,unknown,day 3
152,5HT1A-F-300020,5-HT1A-Gal4,unknown,day 3
153,5HT1A-F-300021,5-HT1A-Gal4,unknown,day 3
154,5HT1A-F-300022,5-HT1A-Gal4,unknown,day 3
155,5HT1A-F-300023,5-HT1A-Gal4,unknown,day 3
156,5HT1A-F-300024,5-HT1A-Gal4,unknown,day 3
157,5HT1A-F-300025,5-HT1A-Gal4,unknown,day 3
158,5HT1A-F-300026,5-HT1A-Gal4,unknown,day 3
159,5HT1A-F-300027,5-HT1A-Gal4,unknown,day 3
160,5HT1A-F-300028,5-HT1A-Gal4,unknown,day 3
161,5HT1A-F-300029,5-HT1A-Gal4,unknown,day 3
162,5HT1A-F-300030,5-HT1A-Gal4,unknown,day 3
163,5HT1A-F-300031,5-HT1A-Gal4,unknown,day 3
164,5HT1A-F-300032,5-HT1A-Gal4,unknown,day 3
165,5HT1A-F-300033,5-HT1A-Gal4,unknown,day 3
166,5HT1A-F-300035,5-HT1A-Gal4,unknown,day 3
167,5HT1A-F-400001,5-HT1A-Gal4,unknown,day 4
168,5HT1A-F-400002,5-HT1A-Gal4,unknown,day 4
169,5HT1A-F-400003,5-HT1A-Gal4,unknown,day 4
170,5HT1A-F-400004,5-HT1A-Gal4,unknown,day 4
171,5HT1A-F-400005,5-HT1A-Gal4,unknown,day 4
172,5HT1A-F-400006,5-HT1A-Gal4,unknown,day 4
173,5HT1A-F-400007,5-HT1A-Gal4,unknown,day 4
174,5HT1A-F-400008,5-HT1A-Gal4,unknown,day 4
175,5HT1A-F-400009,5-HT1A-Gal4,unknown,day 4
176,5HT1A-F-400011,5-HT1A-Gal4,unknown,day 4
177,5HT1A-F-400012,5-HT1A-Gal4,unknown,day 4
178,5HT1A-F-400013,5-HT1A-Gal4,unknown,day 4
179,5HT1A-F-400014,5-HT1A-Gal4,unknown,day 4
180,5HT1A-F-400015,5-HT1A-Gal4,unknown,day 4
181,5HT1A-F-400016,5-HT1A-Gal4,unknown,day 4
182,5HT1A-F-400017,5-HT1A-Gal4,unknown,day 4
183,5HT1A-F-400018,5-HT1A-Gal4,unknown,day 4
184,5HT1A-F-400019,5-HT1A-Gal4,unknown,day 4
185,5HT1A-F-400020,5-HT1A-Gal4,unknown,day 4
186,5HT1A-F-400021,5-HT1A-Gal4,unknown,day 4
187,5HT1A-F-400022,5-HT1A-Gal4,unknown,day 4
188,5HT1A-F-400023,5-HT1A-Gal4,unknown,day 4
189,5HT1A-F-400024,5-HT1A-Gal4,unknown,day 4
190,5HT1A-F-400025,5-HT1A-Gal4,unknown,day 4
191,5HT1A-F-400026,5-HT1A-Gal4,unknown,day 4
192,5HT1A-F-400027,5-HT1A-Gal4,unknown,day 4
193,5HT1A-F-400028,5-HT1A-Gal4,unknown,day 4
194,5HT1A-F-400029,5-HT1A-Gal4,unknown,day 4
195,5HT1A-F-400030,5-HT1A-Gal4,unknown,day 4
196,5HT1A-F-400031,5-HT1A-Gal4,unknown,day 4
197,5HT1A-F-400032,5-HT1A-Gal4,unknown,day 4
198,5HT1A-F-500000,5-HT1A-Gal4,unknown,day 5
199,5HT1A-F-500001,5-HT1A-Gal4,unknown,day 5
200,5HT1A-F-500002,5-HT1A-Gal4,unknown,day 5
201,5HT1A-F-500003,5-HT1A-Gal4,unknown,day 5
202,5HT1A-F-500004,5-HT1A-Gal4,unknown,day 5
203,5HT1A-F-500005,5-HT1A-Gal4,unknown,day 5
204,5HT1A-F-500006,5-HT1A-Gal4,unknown,day 5
205,5HT1A-F-500007,5-HT1A-Gal4,unknown,day 5
206,5HT1A-F-500008,5-HT1A-Gal4,unknown,day 5
207,5HT1A-F-500009,5-HT1A-Gal4,unknown,day 5
208,5HT1A-F-500010,5-HT1A-Gal4,unknown,day 5
209,5HT1A-F-500011,5-HT1A-Gal4,unknown,day 5
210,5HT1A-F-500012,5-HT1A-Gal4,unknown,day 5
211,5HT1A-F-500013,5-HT1A-Gal4,unknown,day 5
212,5HT1A-F-500014,5-HT1A-Gal4,unknown,day 5
213,5HT1A-F-500015,5-HT1A-Gal4,unknown,day 5
214,5HT1A-F-500016,5-HT1A-Gal4,unknown,day 5
215,5HT1A-F-600000,5-HT1A-Gal4,unknown,day 6
216,5HT1A-F-600001,5-HT1A-Gal4,unknown,day 6
217,5HT1A-F-600002,5-HT1A-Gal4,unknown,day 6
218,5HT1A-F-600003,5-HT1A-Gal4,unknown,day 6
219,5HT1A-F-600004,5-HT1A-Gal4,unknown,day 6
220,5HT1A-F-600005,5-HT1A-Gal4,unknown,day 6
221,5HT1A-F-600006,5-HT1A-Gal4,unknown,day 6
222,5HT1A-F-700000,5-HT1A-Gal4,unknown,day 7
223,5HT1A-F-700001,5-HT1A-Gal4,unknown,day 7
224,5HT1A-F-700002,5-HT1A-Gal4,unknown,day 7
225,5HT1A-F-700003,5-HT1A-Gal4,unknown,day 7
226,5HT1A-F-700004,5-HT1A-Gal4,unknown,day 7
227,5HT1A-F-700005,5-HT1A-Gal4,unknown,day 7
228,5HT1A-F-700006,5-HT1A-Gal4,unknown,day 7
229,5HT1A-F-700007,5-HT1A-Gal4,unknown,day 7
230,5HT1A-F-700008,5-HT1A-Gal4,unknown,day 7
231,5HT1A-F-700009,5-HT1A-Gal4,unknown,day 7
232,5HT1A-F-700010,5-HT1A-Gal4,unknown,day 7
233,5HT1A-F-700011,5-HT1A-Gal4,unknown,day 7
234,5HT1A-F-700013,5-HT1A-Gal4,unknown,day 7
235,5HT1A-F-700014,5-HT1A-Gal4,unknown,day 7
236,5HT1A-F-700015,5-HT1A-Gal4,unknown,day 7
237,5HT1A-F-700016,5-HT1A-Gal4,unknown,day 7
238,5HT1A-F-700017,5-HT1A-Gal4,unknown,day 7
239,5HT1A-F-700018,5-HT1A-Gal4,unknown,day 7
240,5HT1A-F-700019,5-HT1A-Gal4,unknown,day 7
241,5HT1A-F-700020,5-HT1A-Gal4,unknown,day 7
242,5HT1A-F-700021,5-HT1A-Gal4,unknown,day 7
243,5HT1A-F-700022,5-HT1A-Gal4,unknown,day 7
244,5HT1A-F-700023,5-HT1A-Gal4,unknown,day 7
245,5HT1A-F-700024,5-HT1A-Gal4,unknown,day 7
246,5HT1A-F-800000,5-HT1A-Gal4,unknown,day 8
247,5HT1A-F-800001,5-HT1A-Gal4,unknown,day 8
248,5HT1A-F-800002,5-HT1A-Gal4,unknown,day 8
249,5HT1A-F-800003,5-HT1A-Gal4,unknown,day 8
250,5HT1A-F-800005,5-HT1A-Gal4,unknown,day 8
251,5HT1A-F-800006,5-HT1A-Gal4,unknown,day 8
252,5HT1A-F-800007,5-HT1A-Gal4,unknown,day 8
253,5HT1A-F-800008,5-HT1A-Gal4,unknown,day 8
254,5HT1A-F-800009,5-HT1A-Gal4,unknown,day 8
255,5HT1A-F-800010,5-HT1A-Gal4,unknown,day 8
256,5HT1A-F-800011,5-HT1A-Gal4,unknown,day 8
257,5HT1A-F-800012,5-HT1A-Gal4,unknown,day 8
258,5HT1A-F-800013,5-HT1A-Gal4,unknown,day 8
259,5HT1A-F-800014,5-HT1A-Gal4,unknown,day 8
260,5HT1A-F-800015,5-HT1A-Gal4,unknown,day 8
261,5HT1A-F-800016,5-HT1A-Gal4,unknown,day 8
262,5HT1A-F-800017,5-HT1A-Gal4,unknown,day 8
263,5HT1A-F-800018,5-HT1A-Gal4,unknown,day 8
264,5HT1A-F-800019,5-HT1A-Gal4,unknown,day 8
265,5HT1A-F-800020,5-HT1A-Gal4,unknown,day 8
266,5HT1A-F-800021,5-HT1A-Gal4,unknown,day 8
267,5HT1A-F-800022,5-HT1A-Gal4,unknown,day 8
268,5HT1A-F-800023,5-HT1A-Gal4,unknown,day 8
269,5HT1A-F-800024,5-HT1A-Gal4,unknown,day 8
270,5HT1A-F-800025,5-HT1A-Gal4,unknown,day 8
271,5HT1A-F-800026,5-HT1A-Gal4,unknown,day 8
272,5HT1A-F-800027,5-HT1A-Gal4,unknown,day 8
273,5HT1A-F-800028,5-HT1A-Gal4,unknown,day 8
274,5HT1A-F-800029,5-HT1A-Gal4,unknown,day 8
275,5HT1A-F-800030,5-HT1A-Gal4,unknown,day 8
276,5HT1A-F-800031,5-HT1A-Gal4,unknown,day 8
277,5HT1A-F-800033,5-HT1A-Gal4,unknown,day 8
278,5HT1A-F-900000,5-HT1A-Gal4,unknown,day 9
279,5HT1A-F-900001,5-HT1A-Gal4,unknown,day 9
280,5HT1A-F-900002,5-HT1A-Gal4,unknown,day 9
281,5HT1A-F-900003,5-HT1A-Gal4,unknown,day 9
282,5HT1A-F-900004,5-HT1A-Gal4,unknown,day 9
283,5HT1A-F-900005,5-HT1A-Gal4,unknown,day 9
284,5HT1A-F-900006,5-HT1A-Gal4,unknown,day 9
285,5HT1A-F-900007,5-HT1A-Gal4,unknown,day 9
286,5HT1A-F-900008,5-HT1A-Gal4,unknown,day 9
287,5HT1A-F-900009,5-HT1A-Gal4,unknown,day 9
288,5HT1A-F-900010,5-HT1A-Gal4,unknown,day 9
289,5HT1A-F-900011,5-HT1A-Gal4,unknown,day 9
290,5-HT1B-F-000000,5-HT1B-Gal4,unknown,embryo
291,5-HT1B-F-000001,5-HT1B-Gal4,unknown,embryo
292,5-HT1B-F-000002,5-HT1B-Gal4,unknown,embryo
293,5-HT1B-F-000003,5-HT1B-Gal4,unknown,embryo
294,5-HT1B-F-000004,5-HT1B-Gal4,unknown,embryo
295,5-HT1B-F-000005,5-HT1B-Gal4,unknown,embryo
296,5-HT1B-F-100000,5-HT1B-Gal4,unknown,day 1
297,5-HT1B-F-200000,5-HT1B-Gal4,unknown,day 2
298,5-HT1B-F-200002,5-HT1B-Gal4,unknown,day 2
299,5-HT1B-F-300001,5-HT1B-Gal4,unknown,day 3
300,5-HT1B-F-400000,5-HT1B-Gal4,unknown,day 4
301,5-HT1B-F-400001,5-HT1B-Gal4,unknown,day 4
302,5-HT1B-F-400003,5-HT1B-Gal4,unknown,day 4
303,5-HT1B-F-500000,5-HT1B-Gal4,unknown,day 5
304,5-HT1B-F-500001,5-HT1B-Gal4,unknown,day 5
305,5-HT1B-F-500002,5-HT1B-Gal4,unknown,day 5
306,5-HT1B-F-500003,5-HT1B-Gal4,unknown,day 5
307,5-HT1B-F-500004,5-HT1B-Gal4,unknown,day 5
308,5-HT1B-F-500005,5-HT1B-Gal4,unknown,day 5
309,5-HT1B-F-500006,5-HT1B-Gal4,unknown,day 5
310,5-HT1B-F-500007,5-HT1B-Gal4,unknown,day 5
311,5-HT1B-F-500008,5-HT1B-Gal4,unknown,day 5
312,5-HT1B-F-500009,5-HT1B-Gal4,unknown,day 5
313,5-HT1B-F-500010,5-HT1B-Gal4,unknown,day 5
314,5-HT1B-F-500011,5-HT1B-Gal4,unknown,day 5
315,5-HT1B-F-500013,5-HT1B-Gal4,unknown,day 5
316,5-HT1B-F-500014,5-HT1B-Gal4,unknown,day 5
317,5-HT1B-F-500015,5-HT1B-Gal4,unknown,day 5
318,5-HT1B-F-500016,5-HT1B-Gal4,unknown,day 5
319,5-HT1B-F-500018,5-HT1B-Gal4,unknown,day 5
320,5-HT1B-F-500019,5-HT1B-Gal4,unknown,day 5
321,5-HT1B-F-500020,5-HT1B-Gal4,unknown,day 5
322,5-HT1B-F-500022,5-HT1B-Gal4,unknown,day 5
323,5-HT1B-F-600000,5-HT1B-Gal4,unknown,day 6
324,Cha-F-000000,Cha-Gal4,Acetylcholine,embryo
325,Cha-F-000001,Cha-Gal4,Acetylcholine,embryo
326,Cha-F-000004,Cha-Gal4,Acetylcholine,embryo
327,Cha-F-000005,Cha-Gal4,Acetylcholine,embryo
328,Cha-F-000007,Cha-Gal4,Acetylcholine,embryo
329,Cha-F-000009,Cha-Gal4,Acetylcholine,embryo
330,Cha-F-000010,Cha-Gal4,Acetylcholine,embryo
331,Cha-F-000011,Cha-Gal4,Acetylcholine,embryo
332,Cha-F-000012,Cha-Gal4,Acetylcholine,embryo
333,Cha-F-000014,Cha-Gal4,Acetylcholine,embryo
334,Cha-F-000015,Cha-Gal4,Acetylcholine,embryo
335,Cha-F-000017,Cha-Gal4,Acetylcholine,embryo
336,Cha-F-000018,Cha-Gal4,Acetylcholine,embryo
337,Cha-F-000019,Cha-Gal4,Acetylcholine,embryo
338,Cha-F-000020,Cha-Gal4,Acetylcholine,embryo
339,Cha-F-000021,Cha-Gal4,Acetylcholine,embryo
340,Cha-F-000022,Cha-Gal4,Acetylcholine,embryo
341,Cha-F-000023,Cha-Gal4,Acetylcholine,embryo
342,Cha-F-000025,Cha-Gal4,Acetylcholine,embryo
343,Cha-F-000026,Cha-Gal4,Acetylcholine,embryo
344,Cha-F-000027,Cha-Gal4,Acetylcholine,embryo
345,Cha-F-000028,Cha-Gal4,Acetylcholine,embryo
346,Cha-F-000029,Cha-Gal4,Acetylcholine,embryo
347,Cha-F-000030,Cha-Gal4,Acetylcholine,embryo
348,Cha-F-000031,Cha-Gal4,Acetylcholine,embryo
349,Cha-F-000032,Cha-Gal4,Acetylcholine,embryo
350,Cha-F-000033,Cha-Gal4,Acetylcholine,embryo
351,Cha-F-000034,Cha-Gal4,Acetylcholine,embryo
352,Cha-F-000035,Cha-Gal4,Acetylcholine,embryo
353,Cha-F-000036,Cha-Gal4,Acetylcholine,embryo
354,Cha-F-000037,Cha-Gal4,Acetylcholine,embryo
355,Cha-F-000039,Cha-Gal4,Acetylcholine,embryo
356,Cha-F-000040,Cha-Gal4,Acetylcholine,embryo
357,Cha-F-000042,Cha-Gal4,Acetylcholine,embryo
358,Cha-F-000043,Cha-Gal4,Acetylcholine,embryo
359,Cha-F-000044,Cha-Gal4,Acetylcholine,embryo
360,Cha-F-000045,Cha-Gal4,Acetylcholine,embryo
361,Cha-F-000046,Cha-Gal4,Acetylcholine,embryo
362,Cha-F-000047,Cha-Gal4,Acetylcholine,embryo
363,Cha-F-000048,Cha-Gal4,Acetylcholine,embryo
364,Cha-F-000049,Cha-Gal4,Acetylcholine,embryo
365,Cha-F-000050,Cha-Gal4,Acetylcholine,embryo
366,Cha-F-000051,Cha-Gal4,Acetylcholine,embryo
367,Cha-F-000052,Cha-Gal4,Acetylcholine,embryo
368,Cha-F-000053,Cha-Gal4,Acetylcholine,embryo
369,Cha-F-000055,Cha-Gal4,Acetylcholine,embryo
370,Cha-F-000057,Cha-Gal4,Acetylcholine,embryo
371,Cha-F-000058,Cha-Gal4,Acetylcholine,embryo
372,Cha-F-000059,Cha-Gal4,Acetylcholine,embryo
373,Cha-F-000060,Cha-Gal4,Acetylcholine,embryo
374,Cha-F-000061,Cha-Gal4,Acetylcholine,embryo
375,Cha-F-000062,Cha-Gal4,Acetylcholine,embryo
376,Cha-F-000063,Cha-Gal4,Acetylcholine,embryo
377,Cha-F-000064,Cha-Gal4,Acetylcholine,embryo
378,Cha-F-000065,Cha-Gal4,Acetylcholine,embryo
379,Cha-F-000067,Cha-Gal4,Acetylcholine,embryo
380,Cha-F-000068,Cha-Gal4,Acetylcholine,embryo
381,Cha-F-000069,Cha-Gal4,Acetylcholine,embryo
382,Cha-F-000070,Cha-Gal4,Acetylcholine,embryo
383,Cha-F-000071,Cha-Gal4,Acetylcholine,embryo
384,Cha-F-000072,Cha-Gal4,Acetylcholine,embryo
385,Cha-F-000073,Cha-Gal4,Acetylcholine,embryo
386,Cha-F-000074,Cha-Gal4,Acetylcholine,embryo
387,Cha-F-000075,Cha-Gal4,Acetylcholine,embryo
388,Cha-F-000076,Cha-Gal4,Acetylcholine,embryo
389,Cha-F-000077,Cha-Gal4,Acetylcholine,embryo
390,Cha-F-000079,Cha-Gal4,Acetylcholine,embryo
391,Cha-F-000080,Cha-Gal4,Acetylcholine,embryo
392,Cha-F-000082,Cha-Gal4,Acetylcholine,embryo
393,Cha-F-000085,Cha-Gal4,Acetylcholine,embryo
394,Cha-F-000086,Cha-Gal4,Acetylcholine,embryo
395,Cha-F-000087,Cha-Gal4,Acetylcholine,embryo
396,Cha-F-000088,Cha-Gal4,Acetylcholine,embryo
397,Cha-F-000090,Cha-Gal4,Acetylcholine,embryo
398,Cha-F-000092,Cha-Gal4,Acetylcholine,embryo
399,Cha-F-000093,Cha-Gal4,Acetylcholine,embryo
400,Cha-F-000094,Cha-Gal4,Acetylcholine,embryo
401,Cha-F-000095,Cha-Gal4,Acetylcholine,embryo
402,Cha-F-000097,Cha-Gal4,Acetylcholine,embryo
403,Cha-F-000098,Cha-Gal4,Acetylcholine,embryo
404,Cha-F-000099,Cha-Gal4,Acetylcholine,embryo
405,Cha-F-000100,Cha-Gal4,Acetylcholine,embryo
406,Cha-F-000101,Cha-Gal4,Acetylcholine,embryo
407,Cha-F-000102,Cha-Gal4,Acetylcholine,embryo
408,Cha-F-000103,Cha-Gal4,Acetylcholine,embryo
409,Cha-F-000104,Cha-Gal4,Acetylcholine,embryo
410,Cha-F-000105,Cha-Gal4,Acetylcholine,embryo
411,Cha-F-000106,Cha-Gal4,Acetylcholine,embryo
412,Cha-F-000107,Cha-Gal4,Acetylcholine,embryo
413,Cha-F-000108,Cha-Gal4,Acetylcholine,embryo
414,Cha-F-000109,Cha-Gal4,Acetylcholine,embryo
415,Cha-F-000111,Cha-Gal4,Acetylcholine,embryo
416,Cha-F-000112,Cha-Gal4,Acetylcholine,embryo
417,Cha-F-000113,Cha-Gal4,Acetylcholine,embryo
418,Cha-F-000114,Cha-Gal4,Acetylcholine,embryo
419,Cha-F-000116,Cha-Gal4,Acetylcholine,embryo
420,Cha-F-000117,Cha-Gal4,Acetylcholine,embryo
421,Cha-F-000118,Cha-Gal4,Acetylcholine,embryo
422,Cha-F-000119,Cha-Gal4,Acetylcholine,embryo
423,Cha-F-000120,Cha-Gal4,Acetylcholine,embryo
424,Cha-F-000121,Cha-Gal4,Acetylcholine,embryo
425,Cha-F-000122,Cha-Gal4,Acetylcholine,embryo
426,Cha-F-000123,Cha-Gal4,Acetylcholine,embryo
427,Cha-F-000124,Cha-Gal4,Acetylcholine,embryo
428,Cha-F-000125,Cha-Gal4,Acetylcholine,embryo
429,Cha-F-000126,Cha-Gal4,Acetylcholine,embryo
430,Cha-F-000127,Cha-Gal4,Acetylcholine,embryo
431,Cha-F-000128,Cha-Gal4,Acetylcholine,embryo
432,Cha-F-000129,Cha-Gal4,Acetylcholine,embryo
433,Cha-F-000130,Cha-Gal4,Acetylcholine,embryo
434,Cha-F-000131,Cha-Gal4,Acetylcholine,embryo
435,Cha-F-000132,Cha-Gal4,Acetylcholine,embryo
436,Cha-F-000133,Cha-Gal4,Acetylcholine,embryo
437,Cha-F-000134,Cha-Gal4,Acetylcholine,embryo
438,Cha-F-000135,Cha-Gal4,Acetylcholine,embryo
439,Cha-F-000136,Cha-Gal4,Acetylcholine,embryo
440,Cha-F-000137,Cha-Gal4,Acetylcholine,embryo
441,Cha-F-000138,Cha-Gal4,Acetylcholine,embryo
