Index,Name,Driver,Neurotransmitter,Birthtime
1944,Cha-F-300363,Cha-Gal4,Acetylcholine,day 3
1945,Cha-F-300364,Cha-Gal4,Acetylcholine,day 3
1946,Cha-F-300365,Cha-Gal4,Acetylcholine,day 3
1947,Cha-F-300366,Cha-Gal4,Acetylcholine,day 3
1948,Cha-F-300367,Cha-Gal4,Acetylcholine,day 3
1949,Cha-F-300368,Cha-Gal4,Acetylcholine,day 3
1950,Cha-F-300369,Cha-Gal4,Acetylcholine,day 3
1951,Cha-F-300370,Cha-Gal4,Acetylcholine,day 3
1952,Cha-F-300371,Cha-Gal4,Acetylcholine,day 3
1953,Cha-F-300373,Cha-Gal4,Acetylcholine,day 3
1954,Cha-F-300374,Cha-Gal4,Acetylcholine,day 3
1955,Cha-F-300375,Cha-Gal4,Acetylcholine,day 3
1956,Cha-F-300376,Cha-Gal4,Acetylcholine,day 3
1957,Cha-F-300377,Cha-Gal4,Acetylcholine,day 3
1958,Cha-F-300378,Cha-Gal4,Acetylcholine,day 3
1959,Cha-F-300379,Cha-Gal4,Acetylcholine,day 3
1960,Cha-F-300380,Cha-Gal4,Acetylcholine,day 3
1961,Cha-F-300381,Cha-Gal4,Acetylcholine,day 3
1962,Cha-F-300382,Cha-Gal4,Acetylcholine,day 3
1963,Cha-F-300383,Cha-Gal4,Acetylcholine,day 3
1964,Cha-F-300384,Cha-Gal4,Acetylcholine,day 3
1965,Cha-F-300385,Cha-Gal4,Acetylcholine,day 3
1966,Cha-F-300386,Cha-Gal4,Acetylcholine,day 3
1967,Cha-F-300387,Cha-Gal4,Acetylcholine,day 3
1968,Cha-F-300388,Cha-Gal4,Acetylcholine,day 3
1969,Cha-F-300389,Cha-Gal4,Acetylcholine,day 3
1970,Cha-F-300390,Cha-Gal4,Acetylcholine,day 3
1971,Cha-F-300391,Cha-Gal4,Acetylcholine,day 3
1972,Cha-F-300392,Cha-Gal4,Acetylcholine,day 3
1973,Cha-F-300393,Cha-Gal4,Acetylcholine,day 3
1974,Cha-F-300394,Cha-Gal4,Acetylcholine,day 3
1975,Cha-F-300395,Cha-Gal4,Acetylcholine,day 3
1976,Cha-F-300397,Cha-Gal4,Acetylcholine,day 3
1977,Cha-F-300398,Cha-Gal4,Acetylcholine,day 3
1978,Cha-F-300399,Cha-Gal4,Acetylcholine,day 3
1979,Cha-F-300400,Cha-Gal4,Acetylcholine,day 3
1980,Cha-F-300401,Cha-Gal4,Acetylcholine,day 3
1981,Cha-F-300402,Cha-Gal4,Acetylcholine,day 3
1982,Cha-F-300403,Cha-Gal4,Acetylcholine,day 3
1983,Cha-F-300405,Cha-Gal4,Acetylcholine,day 3
1984,Cha-F-300406,Cha-Gal4,Acetylcholine,day 3
1985,Cha-F-300408,Cha-Gal4,Acetylcholine,day 3
1986,Cha-F-300409,Cha-Gal4,Acetylcholine,day 3
1987,Cha-F-300410,Cha-Gal4,Acetylcholine,day 3
1988,Cha-F-300412,Cha-Gal4,Acetylcholine,day 3
1989,Cha-F-300413,Cha-Gal4,Acetylcholine,day 3
1990,Cha-F-300414,Cha-Gal4,Acetylcholine,day 3
1991,Cha-F-300415,Cha-Gal4,Acetylcholine,day 3
1992,Cha-F-300416,Cha-Gal4,Acetylcholine,day 3
1993,Cha-F-300417,Cha-Gal4,Acetylcholine,day 3
1994,Cha-F-300418,Cha-Gal4,Acetylcholine,day 3
1995,Cha-F-300419,Cha-Gal4,Acetylcholine,day 3
1996,Cha-F-300420,Cha-Gal4,Acetylcholine,day 3
1997,Cha-F-300421,Cha-Gal4,Acetylcholine,day 3
1998,Cha-F-300422,Cha-Gal4,Acetylcholine,day 3
1999,Cha-F-300423,Cha-Gal4,Acetylcholine,day 3
2000,Cha-F-300424,Cha-Gal4,Acetylcholine,day 3
2001,Cha-F-300425,Cha-Gal4,Acetylcholine,day 3
2002,Cha-F-300426,Cha-Gal4,Acetylcholine,day 3
2003,Cha-F-300427,Cha-Gal4,Acetylcholine,day 3
2004,Cha-F-300428,Cha-Gal4,Acetylcholine,day 3
2005,Cha-F-300429,Cha-Gal4,Acetylcholine,day 3
2006,Cha-F-300430,Cha-Gal4,Acetylcholine,day 3
2007,Cha-F-300431,Cha-Gal4,Acetylcholine,day 3
2008,Cha-F-300432,Cha-Gal4,Acetylcholine,day 3
2009,Cha-F-300433,Cha-Gal4,Acetylcholine,day 3
2010,Cha-F-300434,Cha-Gal4,Acetylcholine,day 3
2011,Cha-F-300435,Cha-Gal4,Acetylcholine,day 3
2012,Cha-F-300436,Cha-Gal4,Acetylcholine,day 3
2013,Cha-F-300437,Cha-Gal4,Acetylcholine,day 3
2014,Cha-F-300438,Cha-Gal4,Acetylcholine,day 3
2015,Cha-F-300439,Cha-Gal4,Acetylcholine,day 3
2016,Cha-F-300440,Cha-Gal4,Acetylcholine,day 3
2017,Cha-F-300441,Cha-Gal4,Acetylcholine,day 3
2018,Cha-F-300442,Cha-Gal4,Acetylcholine,day 3
2019,Cha-F-300443,Cha-Gal4,Acetylcholine,day 3
2020,Cha-F-300444,Cha-Gal4,Acetylcholine,day 3
2021,Cha-F-300445,Cha-Gal4,Acetylcholine,day 3
2022,Cha-F-300449,Cha-Gal4,Acetylcholine,day 3
2023,Cha-F-300450,Cha-Gal4,Acetylcholine,day 3
2024,Cha-F-300451,Cha-Gal4,Acetylcholine,day 3
2025,Cha-F-300453,Cha-Gal4,Acetylcholine,day 3
2026,Cha-F-300455,Cha-Gal4,Acetylcholine,day 3
2027,Cha-F-300456,Cha-Gal4,Acetylcholine,day 3
2028,Cha-F-300458,Cha-Gal4,Acetylcholine,day 3
2029,Cha-F-300459,Cha-Gal4,Acetylcholine,day 3
2030,Cha-F-300460,Cha-Gal4,Acetylcholine,day 3
2031,Cha-F-300461,Cha-Gal4,Acetylcholine,day 3
2032,Cha-F-300462,Cha-Gal4,Acetylcholine,day 3
2033,Cha-F-300463,Cha-Gal4,Acetylcholine,day 3
2034,Cha-F-400000,Cha-Gal4,Acetylcholine,day 4
2035,Cha-F-400001,Cha-Gal4,Acetylcholine,day 4
2036,Cha-F-400002,Cha-Gal4,Acetylcholine,day 4
2037,Cha-F-400003,Cha-Gal4,Acetylcholine,day 4
2038,Cha-F-400004,Cha-Gal4,Acetylcholine,day 4
2039,Cha-F-400005,Cha-Gal4,Acetylcholine,day 4
2040,Cha-F-400006,Cha-Gal4,Acetylcholine,day 4
2041,Cha-F-400008,Cha-Gal4,Acetylcholine,day 4
2042,Cha-F-400009,Cha-Gal4,Acetylcholine,day 4
2043,Cha-F-400010,Cha-Gal4,Acetylcholine,day 4
2044,Cha-F-400011,Cha-Gal4,Acetylcholine,day 4
2045,Cha-F-400012,Cha-Gal4,Acetylcholine,day 4
2046,Cha-F-400013,Cha-Gal4,Acetylcholine,day 4
2047,Cha-F-400014,Cha-Gal4,Acetylcholine,day 4
2048,Cha-F-400016,Cha-Gal4,Acetylcholine,day 4
2049,Cha-F-400017,Cha-Gal4,Acetylcholine,day 4
2050,Cha-F-400018,Cha-Gal4,Acetylcholine,day 4
2051,Cha-F-400019,Cha-Gal4,Acetylcholine,day 4
2052,Cha-F-400020,Cha-Gal4,Acetylcholine,day 4
2053,Cha-F-400021,Cha-Gal4,Acetylcholine,day 4
2054,Cha-F-400022,Cha-Gal4,Acetylcholine,day 4
2055,Cha-F-400023,Cha-Gal4,Acetylcholine,day 4
2056,Cha-F-400024,Cha-Gal4,Acetylcholine,day 4
2057,Cha-F-400025,Cha-Gal4,Acetylcholine,day 4
2058,Cha-F-400026,Cha-Gal4,Acetylcholine,day 4
2059,Cha-F-400027,Cha-Gal4,Acetylcholine,day 4
2060,Cha-F-400028,Cha-Gal4,Acetylcholine,day 4
2061,Cha-F-400029,Cha-Gal4,Acetylcholine,day 4
2062,Cha-F-400030,Cha-Gal4,Acetylcholine,day 4
2063,Cha-F-400032,Cha-Gal4,Acetylcholine,day 4
2064,Cha-F-400033,Cha-Gal4,Acetylcholine,day 4
2065,Cha-F-400034,Cha-Gal4,Acetylcholine,day 4
2066,Cha-F-400035,Cha-Gal4,Acetylcholine,day 4
2067,Cha-F-400036,Cha-Gal4,Acetylcholine,day 4
2068,Cha-F-400037,Cha-Gal4,Acetylcholine,day 4
2069,Cha-F-400038,Cha-Gal4,Acetylcholine,day 4
2070,Cha-F-400039,Cha-Gal4,Acetylcholine,day 4
2071,Cha-F-400040,Cha-Gal4,Acetylcholine,day 4
2072,Cha-F-400042,Cha-Gal4,Acetylcholine,day 4
2073,Cha-F-400043,Cha-Gal4,Acetylcholine,day 4
2074,Cha-F-400044,Cha-Gal4,Acetylcholine,day 4
2075,Cha-F-400045,Cha-Gal4,Acetylcholine,day 4
2076,Cha-F-400046,Cha-Gal4,Acetylcholine,day 4
2077,Cha-F-400047,Cha-Gal4,Acetylcholine,day 4
2078,Cha-F-400048,Cha-Gal4,Acetylcholine,day 4
2079,Cha-F-400049,Cha-Gal4,Acetylcholine,day 4
2080,Cha-F-400050,Cha-Gal4,Acetylcholine,day 4
2081,Cha-F-400051,Cha-Gal4,Acetylcholine,day 4
2082,Cha-F-400053,Cha-Gal4,Acetylcholine,day 4
2083,Cha-F-400054,Cha-Gal4,Acetylcholine,day 4
2084,Cha-F-400055,Cha-Gal4,Acetylcholine,day 4
2085,Cha-F-400056,Cha-Gal4,Acetylcholine,day 4
2086,Cha-F-400057,Cha-Gal4,Acetylcholine,day 4
2087,Cha-F-400058,Cha-Gal4,Acetylcholine,day 4
2088,Cha-F-400059,Cha-Gal4,Acetylcholine,day 4
2089,Cha-F-400060,Cha-Gal4,Acetylcholine,day 4
2090,Cha-F-400062,Cha-Gal4,Acetylcholine,day 4
2091,Cha-F-400063,Cha-Gal4,Acetylcholine,day 4
2092,Cha-F-400064,Cha-Gal4,Acetylcholine,day 4
2093,Cha-F-400065,Cha-Gal4,Acetylcholine,day 4
2094,Cha-F-400066,Cha-Gal4,Acetylcholine,day 4
2095,Cha-F-400067,Cha-Gal4,Acetylcholine,day 4
2096,Cha-F-400068,Cha-Gal4,Acetylcholine,day 4
2097,Cha-F-400069,Cha-Gal4,Acetylcholine,day 4
2098,Cha-F-400070,Cha-Gal4,Acetylcholine,day 4
2099,Cha-F-400071,Cha-Gal4,Acetylcholine,day 4
2100,Cha-F-400072,Cha-Gal4,Acetylcholine,day 4
2101,Cha-F-400073,Cha-Gal4,Acetylcholine,day 4
2102,Cha-F-400075,Cha-Gal4,Acetylcholine,day 4
2103,Cha-F-400076,Cha-Gal4,Acetylcholine,day 4
2104,Cha-F-400077,Cha-Gal4,Acetylcholine,day 4
2105,Cha-F-400078,Cha-Gal4,Acetylcholine,day 4
2106,Cha-F-400079,Cha-Gal4,Acetylcholine,day 4
2107,Cha-F-400080,Cha-Gal4,Acetylcholine,day 4
2108,Cha-F-400081,Cha-Gal4,Acetylcholine,day 4
2109,Cha-F-400082,Cha-Gal4,Acetylcholine,day 4
2110,Cha-F-400084,Cha-Gal4,Acetylcholine,day 4
2111,Cha-F-400085,Cha-Gal4,Acetylcholine,day 4
2112,Cha-F-400086,Cha-Gal4,Acetylcholine,day 4
2113,Cha-F-400087,Cha-Gal4,Acetylcholine,day 4
2114,Cha-F-400088,Cha-Gal4,Acetylcholine,day 4
2115,Cha-F-400089,Cha-Gal4,Acetylcholine,day 4
2116,Cha-F-400091,Cha-Gal4,Acetylcholine,day 4
2117,Cha-F-400092,Cha-Gal4,Acetylcholine,day 4
2118,Cha-F-400093,Cha-Gal4,Acetylcholine,day 4
2119,Cha-F-400094,Cha-Gal4,Acetylcholine,day 4
2120,Cha-F-400095,Cha-Gal4,Acetylcholine,day 4
2121,Cha-F-400096,Cha-Gal4,Acetylcholine,day 4
2122,Cha-F-400097,Cha-Gal4,Acetylcholine,day 4
2123,Cha-F-400098,Cha-Gal4,Acetylcholine,day 4
2124,Cha-F-400099,Cha-Gal4,Acetylcholine,day 4
2125,Cha-F-400100,Cha-Gal4,Acetylcholine,day 4
2126,Cha-F-400101,Cha-Gal4,Acetylcholine,day 4
2127,Cha-F-400102,Cha-Gal4,Acetylcholine,day 4
2128,Cha-F-400103,Cha-Gal4,Acetylcholine,day 4
2129,Cha-F-400104,Cha-Gal4,Acetylcholine,day 4
2130,Cha-F-400105,Cha-Gal4,Acetylcholine,day 4
2131,Cha-F-400106,Cha-Gal4,Acetylcholine,day 4
2132,Cha-F-400107,Cha-Gal4,Acetylcholine,day 4
2133,Cha-F-400108,Cha-Gal4,Acetylcholine,day 4
2134,Cha-F-400109,Cha-Gal4,Acetylcholine,day 4
2135,Cha-F-400110,Cha-Gal4,Acetylcholine,day 4
2136,Cha-F-400111,Cha-Gal4,Acetylcholine,day 4
2137,Cha-F-400112,Cha-Gal4,Acetylcholine,day 4
2138,Cha-F-400113,Cha-Gal4,Acetylcholine,day 4
2139,Cha-F-400114,Cha-Gal4,Acetylcholine,day 4
2140,Cha-F-400115,Cha-Gal4,Acetylcholine,day 4
2141,Cha-F-400116,Cha-Gal4,Acetylcholine,day 4
2142,Cha-F-400117,Cha-Gal4,Acetylcholine,day 4
2143,Cha-F-400118,Cha-Gal4,Acetylcholine,day 4
2144,Cha-F-400119,Cha-Gal4,Acetylcholine,day 4
2145,Cha-F-400120,Cha-Gal4,Acetylcholine,day 4
2146,Cha-F-400121,Cha-Gal4,Acetylcholine,day 4
2147,Cha-F-400122,Cha-Gal4,Acetylcholine,day 4
2148,Cha-F-400124,Cha-Gal4,Acetylcholine,day 4
2149,Cha-F-400125,Cha-Gal4,Acetylcholine,day 4
2150,Cha-F-400126,Cha-Gal4,Acetylcholine,day 4
2151,Cha-F-400127,Cha-Gal4,Acetylcholine,day 4
2152,Cha-F-400128,Cha-Gal4,Acetylcholine,day 4
2153,Cha-F-400129,Cha-Gal4,Acetylcholine,day 4
2154,Cha-F-400130,Cha-Gal4,Acetylcholine,day 4
2155,Cha-F-400132,Cha-Gal4,Acetylcholine,day 4
2156,Cha-F-400133,Cha-Gal4,Acetylcholine,day 4
2157,Cha-F-400134,Cha-Gal4,Acetylcholine,day 4
2158,Cha-F-400136,Cha-Gal4,Acetylcholine,day 4
2159,Cha-F-400137,Cha-Gal4,Acetylcholine,day 4
2160,Cha-F-400138,Cha-Gal4,Acetylcholine,day 4
2161,Cha-F-400139,Cha-Gal4,Acetylcholine,day 4
2162,Cha-F-400140,Cha-Gal4,Acetylcholine,day 4
2163,Cha-F-400141,Cha-Gal4,Acetylcholine,day 4
2164,Cha-F-400142,Cha-Gal4,Acetylcholine,day 4
2165,Cha-F-400143,Cha-Gal4,Acetylcholine,day 4
2166,Cha-F-400144,Cha-Gal4,Acetylcholine,day 4
2167,Cha-F-400145,Cha-Gal4,Acetylcholine,day 4
2168,Cha-F-400146,Cha-Gal4,Acetylcholine,day 4
2169,Cha-F-400147,Cha-Gal4,Acetylcholine,day 4
2170,Cha-F-400148,Cha-Gal4,Acetylcholine,day 4
2171,Cha-F-400149,Cha-Gal4,Acetylcholine,day 4
2172,Cha-F-400150,Cha-Gal4,Acetylcholine,day 4
2173,Cha-F-400151,Cha-Gal4,Acetylcholine,day 4
2174,Cha-F-400152,Cha-Gal4,Acetylcholine,day 4
2175,Cha-F-400153,Cha-Gal4,Acetylcholine,day 4
2176,Cha-F-400154,Cha-Gal4,Acetylcholine,day 4
2177,Cha-F-400155,Cha-Gal4,Acetylcholine,day 4
2178,Cha-F-400156,Cha-Gal4,Acetylcholine,day 4
2179,Cha-F-400157,Cha-Gal4,Acetylcholine,day 4
2180,Cha-F-400158,Cha-Gal4,Acetylcholine,day 4
2181,Cha-F-400159,Cha-Gal4,Acetylcholine,day 4
2182,Cha-F-400160,Cha-Gal4,Acetylcholine,day 4
2183,Cha-F-400161,Cha-Gal4,Acetylcholine,day 4
2184,Cha-F-400162,Cha-Gal4,Acetylcholine,day 4
2185,Cha-F-400163,Cha-Gal4,Acetylcholine,day 4
2186,Cha-F-400164,Cha-Gal4,Acetylcholine,day 4
2187,Cha-F-400166,Cha-Gal4,Acetylcholine,day 4
2188,Cha-F-400167,Cha-Gal4,Acetylcholine,day 4
2189,Cha-F-400168,Cha-Gal4,Acetylcholine,day 4
2190,Cha-F-400169,Cha-Gal4,Acetylcholine,day 4
2191,Cha-F-400170,Cha-Gal4,Acetylcholine,day 4
2192,Cha-F-400172,Cha-Gal4,Acetylcholine,day 4
2193,Cha-F-400173,Cha-Gal4,Acetylcholine,day 4
2194,Cha-F-400174,Cha-Gal4,Acetylcholine,day 4
2195,Cha-F-400175,Cha-Gal4,Acetylcholine,day 4
2196,Cha-F-400176,Cha-Gal4,Acetylcholine,day 4
2197,Cha-F-400178,Cha-Gal4,Acetylcholine,day 4
2198,Cha-F-400179,Cha-Gal4,Acetylcholine,day 4
2199,Cha-F-400180,Cha-Gal4,Acetylcholine,day 4
2200,Cha-F-400181,Cha-Gal4,Acetylcholine,day 4
2201,Cha-F-400183,Cha-Gal4,Acetylcholine,day 4
2202,Cha-F-400184,Cha-Gal4,Acetylcholine,day 4
2203,Cha-F-400185,Cha-Gal4,Acetylcholine,day 4
2204,Cha-F-400188,Cha-Gal4,Acetylcholine,day 4
2205,Cha-F-400189,Cha-Gal4,Acetylcholine,day 4
2206,Cha-F-400190,Cha-Gal4,Acetylcholine,day 4
2207,Cha-F-400192,Cha-Gal4,Acetylcholine,day 4
2208,Cha-F-400193,Cha-Gal4,Acetylcholine,day 4
2209,Cha-F-400194,Cha-Gal4,Acetylcholine,day 4
2210,Cha-F-400196,Cha-Gal4,Acetylcholine,day 4
2211,Cha-F-400197,Cha-Gal4,Acetylcholine,day 4
2212,Cha-F-400198,Cha-Gal4,Acetylcholine,day 4
2213,Cha-F-400199,Cha-Gal4,Acetylcholine,day 4
2214,Cha-F-400200,Cha-Gal4,Acetylcholine,day 4
2215,Cha-F-400201,Cha-Gal4,Acetylcholine,day 4
2216,Cha-F-400202,Cha-Gal4,Acetylcholine,day 4
2217,Cha-F-400203,Cha-Gal4,Acetylcholine,day 4
2218,Cha-F-400204,Cha-Gal4,Acetylcholine,day 4
2219,Cha-F-400205,Cha-Gal4,Acetylcholine,day 4
2220,Cha-F-400206,Cha-Gal4,Acetylcholine,day 4
2221,Cha-F-400207,Cha-Gal4,Acetylcholine,day 4
2222,Cha-F-400208,Cha-Gal4,Acetylcholine,day 4
2223,Cha-F-400210,Cha-Gal4,Acetylcholine,day 4
2224,Cha-F-400211,Cha-Gal4,Acetylcholine,day 4
2225,Cha-F-400212,Cha-Gal4,Acetylcholine,day 4
2226,Cha-F-400213,Cha-Gal4,Acetylcholine,day 4
2227,Cha-F-400214,Cha-Gal4,Acetylcholine,day 4
2228,Cha-F-400215,Cha-Gal4,Acetylcholine,day 4
2229,Cha-F-400217,Cha-Gal4,Acetylcholine,day 4
2230,Cha-F-400218,Cha-Gal4,Acetylcholine,day 4
2231,Cha-F-400219,Cha-Gal4,Acetylcholine,day 4
2232,Cha-F-400220,Cha-Gal4,Acetylcholine,day 4
2233,Cha-F-400221,Cha-Gal4,Acetylcholine,day 4
2234,Cha-F-400224,Cha-Gal4,Acetylcholine,day 4
2235,Cha-F-400225,Cha-Gal4,Acetylcholine,day 4
2236,Cha-F-400226,Cha-Gal4,Acetylcholine,day 4
2237,Cha-F-400227,Cha-Gal4,Acetylcholine,day 4
2238,Cha-F-400228,Cha-Gal4,Acetylcholine,day 4
2239,Cha-F-400229,Cha-Gal4,Acetylcholine,day 4
2240,Cha-F-400230,Cha-Gal4,Acetylcholine,day 4
2241,Cha-F-400231,Cha-Gal4,Acetylcholine,day 4
2242,Cha-F-400232,Cha-Gal4,Acetylcholine,day 4
2243,Cha-F-400233,Cha-Gal4,Acetylcholine,day 4
2244,Cha-F-400234,Cha-Gal4,Acetylcholine,day 4
2245,Cha-F-400236,Cha-Gal4,Acetylcholine,day 4
2246,Cha-F-400238,Cha-Gal4,Acetylcholine,day 4
2247,Cha-F-400240,Cha-Gal4,Acetylcholine,day 4
2248,Cha-F-400242,Cha-Gal4,Acetylcholine,day 4
2249,Cha-F-400243,Cha-Gal4,Acetylcholine,day 4
2250,Cha-F-400244,Cha-Gal4,Acetylcholine,day 4
2251,Cha-F-400245,Cha-Gal4,Acetylcholine,day 4
2252,Cha-F-400246,Cha-Gal4,Acetylcholine,day 4
2253,Cha-F-400247,Cha-Gal4,Acetylcholine,day 4
2254,Cha-F-400248,Cha-Gal4,Acetylcholine,day 4
2255,Cha-F-400249,Cha-Gal4,Acetylcholine,day 4
2256,Cha-F-400250,Cha-Gal4,Acetylcholine,day 4
2257,Cha-F-400251,Cha-Gal4,Acetylcholine,day 4
2258,Cha-F-400252,Cha-Gal4,Acetylcholine,day 4
2259,Cha-F-400253,Cha-Gal4,Acetylcholine,day 4
2260,Cha-F-400254,Cha-Gal4,Acetylcholine,day 4
2261,Cha-F-400255,Cha-Gal4,Acetylcholine,day 4
2262,Cha-F-400256,Cha-Gal4,Acetylcholine,day 4
2263,Cha-F-400258,Cha-Gal4,Acetylcholine,day 4
2264,Cha-F-400259,Cha-Gal4,Acetylcholine,day 4
2265,Cha-F-400260,Cha-Gal4,Acetylcholine,day 4
2266,Cha-F-400261,Cha-Gal4,Acetylcholine,day 4
2267,Cha-F-400262,Cha-Gal4,Acetylcholine,day 4
2268,Cha-F-400264,Cha-Gal4,Acetylcholine,day 4
2269,Cha-F-400265,Cha-Gal4,Acetylcholine,day 4
2270,Cha-F-400266,Cha-Gal4,Acetylcholine,day 4
2271,Cha-F-400267,Cha-Gal4,Acetylcholine,day 4
2272,Cha-F-400268,Cha-Gal4,Acetylcholine,day 4
2273,Cha-F-400269,Cha-Gal4,Acetylcholine,day 4
2274,Cha-F-400270,Cha-Gal4,Acetylcholine,day 4
2275,Cha-F-400271,Cha-Gal4,Acetylcholine,day 4
2276,Cha-F-400273,Cha-Gal4,Acetylcholine,day 4
2277,Cha-F-400274,Cha-Gal4,Acetylcholine,day 4
2278,Cha-F-400275,Cha-Gal4,Acetylcholine,day 4
2279,Cha-F-400276,Cha-Gal4,Acetylcholine,day 4
2280,Cha-F-400278,Cha-Gal4,Acetylcholine,day 4
2281,Cha-F-400279,Cha-Gal4,Acetylcholine,day 4
2282,Cha-F-400280,Cha-Gal4,Acetylcholine,day 4
2283,Cha-F-400281,Cha-Gal4,Acetylcholine,day 4
2284,Cha-F-400282,Cha-Gal4,Acetylcholine,day 4
2285,Cha-F-400283,Cha-Gal4,Acetylcholine,day 4
2286,Cha-F-400284,Cha-Gal4,Acetylcholine,day 4
2287,Cha-F-400285,Cha-Gal4,Acetylcholine,day 4
2288,Cha-F-400286,Cha-Gal4,Acetylcholine,day 4
2289,Cha-F-400287,Cha-Gal4,Acetylcholine,day 4
2290,Cha-F-400288,Cha-Gal4,Acetylcholine,day 4
2291,Cha-F-400289,Cha-Gal4,Acetylcholine,day 4
2292,Cha-F-400290,Cha-Gal4,Acetylcholine,day 4
2293,Cha-F-400291,Cha-Gal4,Acetylcholine,day 4
2294,Cha-F-400292,Cha-Gal4,Acetylcholine,day 4
2295,Cha-F-400293,Cha-Gal4,Acetylcholine,day 4
2296,Cha-F-400294,Cha-Gal4,Acetylcholine,day 4
2297,Cha-F-400295,Cha-Gal4,Acetylcholine,day 4
2298,Cha-F-400296,Cha-Gal4,Acetylcholine,day 4
2299,Cha-F-400297,Cha-Gal4,Acetylcholine,day 4
2300,Cha-F-400298,Cha-Gal4,Acetylcholine,day 4
2301,Cha-F-400299,Cha-Gal4,Acetylcholine,day 4
2302,Cha-F-400300,Cha-Gal4,Acetylcholine,day 4
2303,Cha-F-400301,Cha-Gal4,Acetylcholine,day 4
2304,Cha-F-400304,Cha-Gal4,Acetylcholine,day 4
2305,Cha-F-400305,Cha-Gal4,Acetylcholine,day 4
2306,Cha-F-400306,Cha-Gal4,Acetylcholine,day 4
2307,Cha-F-400307,Cha-Gal4,Acetylcholine,day 4
2308,Cha-F-400308,Cha-Gal4,Acetylcholine,day 4
2309,Cha-F-400309,Cha-Gal4,Acetylcholine,day 4
2310,Cha-F-400310,Cha-Gal4,Acetylcholine,day 4
2311,Cha-F-400312,Cha-Gal4,Acetylcholine,day 4
2312,Cha-F-400313,Cha-Gal4,Acetylcholine,day 4
2313,Cha-F-400314,Cha-Gal4,Acetylcholine,day 4
2314,Cha-F-400316,Cha-Gal4,Acetylcholine,day 4
2315,Cha-F-400317,Cha-Gal4,Acetylcholine,day 4
2316,Cha-F-400318,Cha-Gal4,Acetylcholine,day 4
2317,Cha-F-400319,Cha-Gal4,Acetylcholine,day 4
2318,Cha-F-400320,Cha-Gal4,Acetylcholine,day 4
2319,Cha-F-400321,Cha-Gal4,Acetylcholine,day 4
2320,Cha-F-400322,Cha-Gal4,Acetylcholine,day 4
2321,Cha-F-400323,Cha-Gal4,Acetylcholine,day 4
2322,Cha-F-400324,Cha-Gal4,Acetylcholine,day 4
2323,Cha-F-400325,Cha-Gal4,Acetylcholine,day 4
2324,Cha-F-400326,Cha-Gal4,Acetylcholine,day 4
2325,Cha-F-400327,Cha-Gal4,Acetylcholine,day 4
2326,Cha-F-400328,Cha-Gal4,Acetylcholine,day 4
2327,Cha-F-400329,Cha-Gal4,Acetylcholine,day 4
2328,Cha-F-400330,Cha-Gal4,Acetylcholine,day 4
2329,Cha-F-500001,Cha-Gal4,Acetylcholine,day 5
2330,Cha-F-500003,Cha-Gal4,Acetylcholine,day 5
2331,Cha-F-500004,Cha-Gal4,Acetylcholine,day 5
2332,Cha-F-500005,Cha-Gal4,Acetylcholine,day 5
2333,Cha-F-500006,Cha-Gal4,Acetylcholine,day 5
2334,Cha-F-500007,Cha-Gal4,Acetylcholine,day 5
2335,Cha-F-500008,Cha-Gal4,Acetylcholine,day 5
2336,Cha-F-500009,Cha-Gal4,Acetylcholine,day 5
2337,Cha-F-500010,Cha-Gal4,Acetylcholine,day 5
2338,Cha-F-500012,Cha-Gal4,Acetylcholine,day 5
2339,Cha-F-500013,Cha-Gal4,Acetylcholine,day 5
2340,Cha-F-500014,Cha-Gal4,Acetylcholine,day 5
2341,Cha-F-500015,Cha-Gal4,Acetylcholine,day 5
2342,Cha-F-500016,Cha-Gal4,Acetylcholine,day 5
2343,Cha-F-500017,Cha-Gal4,Acetylcholine,day 5
2344,Cha-F-500019,Cha-Gal4,Acetylcholine,day 5
2345,Cha-F-500020,Cha-Gal4,Acetylcholine,day 5
2346,Cha-F-500021,Cha-Gal4,Acetylcholine,day 5
2347,Cha-F-500022,Cha-Gal4,Acetylcholine,day 5
2348,Cha-F-500023,Cha-Gal4,Acetylcholine,day 5
2349,Cha-F-500024,Cha-Gal4,Acetylcholine,day 5
2350,Cha-F-500025,Cha-Gal4,Acetylcholine,day 5
2351,Cha-F-500026,Cha-Gal4,Acetylcholine,day 5
2352,Cha-F-500028,Cha-Gal4,Acetylcholine,day 5
2353,Cha-F-500029,Cha-Gal4,Acetylcholine,day 5
2354,Cha-F-500030,Cha-Gal4,Acetylcholine,day 5
2355,Cha-F-500031,Cha-Gal4,Acetylcholine,day 5
2356,Cha-F-500032,Cha-Gal4,Acetylcholine,day 5
2357,Cha-F-500033,Cha-Gal4,Acetylcholine,day 5
2358,Cha-F-500034,Cha-Gal4,Acetylcholine,day 5
2359,Cha-F-500037,Cha-Gal4,Acetylcholine,day 5
2360,Cha-F-500038,Cha-Gal4,Acetylcholine,day 5
2361,Cha-F-500039,Cha-Gal4,Acetylcholine,day 5
2362,Cha-F-500040,Cha-Gal4,Acetylcholine,day 5
2363,Cha-F-500042,Cha-Gal4,Acetylcholine,day 5
2364,Cha-F-500043,Cha-Gal4,Acetylcholine,day 5
2365,Cha-F-500044,Cha-Gal4,Acetylcholine,day 5
2366,Cha-F-500046,Cha-Gal4,Acetylcholine,day 5
