"","AME_R","LO_R","NO","BU_R","PB","LH_R","LAL_R","SAD","CAN_R","AMMC_R","ICL_R","VES_R","IB_R","ATL_R","CRE_R","MB_PED_R","MB_VL_R","MB_ML_R","FLA_R","LOP_R","EB","AL_R","ME_R","FB","SLP_R","SIP_R","SMP_R","AVLP_R","PVLP_R","IVLP_R","PLP_R","AOTU_R","GOR_R","MB_CA_R","SPS_R","IPS_R","SCL_R","EPA_R","GNG","PRW","GA_R","AME_L","LO_L","BU_L","LH_L","LAL_L","CAN_L","AMMC_L","ICL_L","VES_L","IB_L","ATL_L","CRE_L","MB_PED_L","MB_VL_L","MB_ML_L","FLA_L","LOP_L","AL_L","ME_L","SLP_L","SIP_L","SMP_L","AVLP_L","PVLP_L","IVLP_L","PLP_L","AOTU_L","GOR_L","MB_CA_L","SPS_L","IPS_L","SCL_L","EPA_L","GA_L"
"Ntwk31",0,0,0.000195898641427537,1.64103573970712e-05,0.000775389387011613,0.188672955936139,0.0329094332888202,2.0512946746339e-05,0,0.00129693105803728,0.0113287876643343,0.00795235662988695,0.00530259673392862,0.000977441912463051,0.00405746086642584,0.0137570077354322,0,0,0.000791799744408684,0,1.64103573970712e-05,0.559283954567926,0,0.0342653390687532,0.0144513709827958,1.23077680478034e-05,0.00345745717409543,0.000656414295882846,0.00215385940836559,9.02569656838914e-05,0.00623491016354972,0,0.000392822930192391,0.0570931718554165,0.00207385891605487,0.00269540120246894,0.031424808768054,0,0.0151698369425863,0.00245642537287409,1.64103573970712e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ntwk32",0,0,0.012701857114905,0.000773497944864386,0.0239997042122918,0.0016831105873022,0.0362408654277175,0.000117791565207775,0,7.85277101385163e-06,0.0030563639183495,0.00232703781043803,0.0014926808902163,0.00757596083561336,0.0968125602454776,0.00126069694651543,0.0034745239748371,0.0299475238576999,0,0,0.0685370222161436,0.000125644336221626,0,0.275554716472431,0.00367346084052135,0.019673481781244,0.0359090858523823,0.000209407227036044,0.00145930661340743,0.0043720302619619,0.00396270457286488,0.00310478933960159,0.00100090110547384,0.000910267040022302,0.00406348180087598,0.00836614591888218,0.00976753834606246,0.00245529973699761,0.00081930577577852,0,0.00613399575819486,0,0.00149726167330771,0.00249096440535219,0.00258094407321924,0.0361260186516399,0,1.04703613518022e-05,0.00958888780549733,0.00141611637283124,0.00111607508034366,0.00503297182229441,0.0950960753813666,0.00340810262001161,0.00310478933960159,0.0206845260492774,3.66462647313076e-05,0,5.23518067590109e-06,0,0.00758348640783497,0.0308496109279161,0.034245934391407,0.0062164498538403,0.00396139577769591,0.0168572817764015,0.0051710497126213,0.00394176385016128,0.00155877504624955,0.00367902321998949,0.00763551101580174,0.00607280958404526,0.00783575667665496,0.000892598305241136,0.00973285527408461
"Ntwk33",0,0.0248616676697582,0.000480112209082008,7.88755772063299e-05,0.000252058909768054,0.000216050494086904,0.00191230407563825,0.0781879879354661,0.000137174916880574,0.00990402899877743,4.11524750641721e-05,0.00269077172893551,5.78706680589921e-05,7.88755772063299e-05,7.88755772063299e-05,8.61629946656104e-05,0.000329219800513377,0,6.85874584402869e-06,0.0107137896799881,0.00045181988247539,0.000466394717393951,0,0.00690547105009114,0,4.11524750641721e-05,0.000185186137788775,0.000926788032174377,0.0085348518596632,0.0247039165153456,0.015490906160354,0.00348767226168859,0.000593281515508482,0,0.0221108819146875,0.060116049979681,0.000404666004797693,0.000610857051733805,0.0427938586789713,4.11524750641721e-05,0,0,0.108648535572028,6.85874584402869e-06,0.00109054058920056,0.0140797192029451,0.00559545059388166,0.0254558065284972,0.00436473438649376,0.0142983417267236,0.00121528402923883,0.000637006020264165,0.00783911782810954,0.00272035007038788,0.00238984425502875,0.00140518555479538,0.000830765590357975,0.0829458141931457,0.000558130443057835,0.000312930279133809,0.00109739933504459,0.00419926714300657,0.00314473496948715,0.0268665648142909,0.0104827356793674,0.105921755427411,0.0479396327484538,0.0181996820971301,0.00156293670920804,9.9451814738416e-05,0.0746021498738848,0.0966200100480627,0.000897638362337255,0.0158522763320113,0.000140604289802588
"Ntwk34",0,0.0551496262431429,0.000386219161410418,0.00136720460409168,0.00103599921857984,0.00680149906925673,0.00154487664564167,0.00429331998032977,1.34727614445495e-05,0.00106434815411941,0.144414810606656,0.000732020038487188,0.0343535769058905,0.00782879712940363,0.00234931277689332,0.00173742486128669,0.00322448090572884,0.00128580667036419,0,0.00854173075584437,0.000895938636062541,0.00395874640445679,0.000235211960219426,0.0487980612696281,0.0183600056585598,0.0120598055880524,0.0435641741309507,0.135547768798432,0.0976721875049119,0.00256880651542743,0.0540602973438451,0.0139078193661964,0.0277710102101077,0.000837275987272731,0.035258216700386,0.0111532010158462,0.0471047035655663,0.00568101440911836,0.00353435441895348,0,6.73638072227474e-05,0,0.00429837226587147,8.53274891488134e-05,0.000938883063167042,0.00048726487224454,3.36819036113737e-05,0,0.0381537376808438,0.000215564183112792,0.00573209862959561,0.00156087554985708,0.000430567001165394,0.000641920946326764,0.000805839543902116,0.000455828428873924,0,2.6945522889099e-05,0,6.73638072227474e-06,0.00846903398054982,0.00463715607969587,0.0076471955324323,0.0148034773197288,0.00954769694370407,0.000136973074686253,0.010311434108092,0.00550979806576055,0.00531163619951363,6.51183469819892e-05,0.026039479681953,0.00209052348414593,0.0116710602838711,0.000725283657764914,0
"Ntwk35",0,0,0.00044030401509353,0,0.000209885851754429,0.000611406611632467,0.00263726135465348,0.0532990291638672,0.000309125357747012,0.0271402938630061,1.36882077231149e-05,0.00425874362785413,0,0.000173383964492789,0.00236805993609888,0.000146007549046559,0.000556653780740007,0.0122361170204878,0.136842153291957,0,0.00240684319131438,0.0131925805351405,0,0.000629657555263287,0.00380075901111825,0.005041823178014,0.101184942515231,0.00502357223438318,0.00269201418554594,0.00356805947982529,0.000114068397692624,0.000538402837109187,0.000109505661784919,0.000564638568578491,0.0025642575801302,0.0054980967687845,9.58174540618045e-05,0.000488212742124433,0.190067037997324,0.118510791440764,3.19391513539348e-05,0,0,0,0.000542965573016892,0.00310722315314709,0.000170532254550474,0.0279342099109468,0,0.00599885703465512,1.82509436308199e-05,0,0.00496596769354841,0.000219011323569839,0.000876045294279356,0.020577368601761,0.13059918988624,0,0.00309353494542397,0,0.00682243086599587,0.00428497935932344,0.0814288663768569,0.00328060711763988,0.00141444813138854,0.00135056982868067,0.000118631133600329,0.000793916047940666,0.000187072172215904,9.58174540618045e-05,0.00364106325434857,0.000497338213939843,0.000177946700400494,0.000223574059477544,0.000214448587662134
"Ntwk36",0,0.00389462910430751,0.00267876082858509,0.000971938248400187,0.00071683454117948,0.0296097360226719,0.00697203245111687,0.0060116116881505,0.00106407813187074,0.00113524587768568,0.00905274355098172,0.00738408338521932,0.00399330129294948,0.000953028943956603,0.0784997426615568,0.000833384617659021,0.00632670946128767,0.0301110044931945,0.0026588201075355,0,0.00632103666995459,0.000105892104884067,0,0.0186065836697184,0.0354759179693745,0.0423907067988576,0.149774583900756,0.0477955017171367,0.0206068442743142,0.00295535238176442,0.0074052274256426,0.00461094793718398,0.00641386416449582,0.00750836908624396,0.00992188394431588,0.00478216309378224,0.0126812671709377,0.00292767603616972,0.0168518002173539,0.000603722520053317,0.000228286875464352,0,0,0.000566419619469157,0.0089327554191488,0.00118165962495629,0.000814991021518445,0.00116103129283602,0.0110877285146466,0.00242778278778844,0.00311333102525217,0.0012502488292562,0.0602450439572567,0.00189763465229743,0.00798814971080797,0.0253327951630687,0.00192256055360943,0,0,0,0.0240412896695719,0.0344623792511984,0.141630518379672,0.0297910934425626,0.00877649580333773,0.00223387646585788,0.0040175395831908,0.00266088294074752,0.00606868340701659,0.00640389380397102,0.00772616989288051,0.0016659097214797,0.0102859740062387,0.001360954211635,0.000116893882014879
"Ntwk37",0.000131758897421079,0.00684137109985846,0.00125846092531417,0.00092657632393529,0.000781314626886377,0.0530365806476739,0.0335194919308691,0.00723963262151311,0.00212647773928453,0.00128788281502955,0.0647732140841875,0.0938082130565534,0.0504983385871069,0.00517043517959719,0.011811396306032,0.00704618725000277,0.00270908800954236,0.00827792684552712,0.0199281423644227,0,0.00107126948205251,0.0265668293351307,0.017922479148124,0.019269774281516,0.0400740351396857,0.0145162202735866,0.0393531277742923,0.0423390942435717,0.0523278968693119,0.030645954035333,0.0776203461890409,0.00707902037330835,0.0132395661024581,0.00780305470282612,0.0860217881174795,0.0252165493723472,0.0579351120831863,0.00240833091467396,0.040834882365031,0.00563052531007403,4.32089588090701e-05,0,0,0.000109159474886072,0,9.21033069351232e-05,0.000259680157053194,0,0.00246689042463889,0.000156916745148728,0.0044746856619314,0.000840016271584225,0.000610326543178116,0.000300188555936698,0,0.0003244935952668,0.000895306682691884,0,0,0,0.00023466444405847,0.000208511653200348,0.00375761593432693,2.27415572679316e-06,3.18381801751043e-05,5.34426595796394e-05,0.00021945602763554,7.16359053939847e-05,0.000634915851974067,5.68538931698291e-06,0.003983610159677,0.000378078389579364,0.000774207890240148,0,2.27415572679316e-05
"Ntwk38",0,0,3.74142745434523e-06,0,2.86842771499801e-05,0,0.0223052992331321,0.00013796513737898,0,0.000401112201667928,0,0.00145713010065687,0.000105851218395851,0,0.00313266602896114,0,0,3.30492758467162e-05,0.0020975377665923,0,0.000336728470891071,0.959667256149348,0,0.00019673672697432,0,0,0,0.000144200849802889,6.48514092086507e-05,0.000294013840787296,0,0,0,0.00012845567593252,6.48514092086507e-05,0,0,0,0.00579749773331853,0.00301512284977046,4.9729806580672e-05,0,0,0,0,0.000212014222412896,0,0,0,0,0,0,0,0,0,0,0,0,2.49428496956349e-06,0,0,0,0,5.98628392695237e-05,3.11785621195436e-05,5.48742693303967e-05,0,0,0,0,0.000177094232839008,0,0,0,0
"Ntwk39",0,0,0.00140300285374519,9.46720990162574e-05,0.000872220503152621,0.000234797563753388,0.0010475790501941,0.012080778430576,0.00026317229797559,1.07581930700292e-06,0.00210968166103274,0.00377128458069875,0.00495213074754784,0.000608913727763656,0.000142277103351137,3.73847209183516e-05,5.48667846571492e-05,0.000543288750036477,0.000954117247898219,0,0.000831742801726636,2.36680247540643e-05,0,0.0116456095208933,0.000413921478369375,0.000817622673322223,0.00587585610002322,7.86692868245889e-05,0.000133401594068363,0.000257927678853951,0.00152806684818428,3.11987599030848e-05,0.00126704618882269,0.000175761979281603,0.00933232905601025,0.00472930167358486,0.00127255976277108,0.000613082527578292,0.0413885169467764,0.00665985942000161,0,2.7971301982076e-05,0.0149345236198146,0.000156128276928799,0.0386302507210343,0.0371325757682728,0.0033020928854321,0.00211627105428813,0.068692945435924,0.0943812243711265,0.0398475402669081,0.00314919206642431,0.0075054533953059,0.0103544918750764,0.000528227279738436,0.00258223529163377,0.01500525873925,0.00031629087625886,0.0192360526414524,0.0150538050854786,0.0260645467378267,0.00985974947126843,0.0293199759608176,0.0792947412741977,0.045798165808768,0.0424252033264871,0.0645710782385557,0.0015628964982485,0.0137156203449803,0.00264261565023931,0.116640732697497,0.0236914238239917,0.0501419207382057,0.00491326677508236,0.00015814543812943
"Ntwk40",0,0,0.00638504914828818,0.000944910929371872,0.0013169439149263,0.000639532630258526,0.185423060524804,0.0172060117241776,0.00365015157334423,0.00424828195343451,0.0168580566429764,0.0502212230870692,0.0049330340626002,0.00191977242269525,0.115655277230642,0.00333919424761247,0.0053943314740493,0.0143131396060385,0.00613311205151967,0,0.00858993919448252,0.000189393272046258,0,0.0344807335656557,0.00202694846036483,0.0125328428488037,0.0321175753432863,0.0217188569925171,0.0250539403784107,0.0254271478958848,0.0378845270688499,0.0112470240297485,0.0108165580811907,5.28539363850022e-05,0.0474114491022465,0.0977947575942298,0.00262684063833461,0.0477849502527005,0.00907179091452579,9.39625535733372e-06,0.00499587152030237,0,0.00040403898036535,0.000122151319645338,0,0.0245142429613238,0.00354356280163448,0.00261215898933877,0.0008168869501282,0.0171963218358404,0.00367364221173757,0.000331218001346014,0.00402541452167775,0.00031477455447068,0.0003996344856666,0.00132457837240414,0.00557168579391898,0.0098308321676104,0,0,0.0011724764888073,0.00384042574433024,0.00304644216663554,0.00245535897806327,0.00177677316147582,0.0048061846152762,0.00338441372651964,0.00231970054134176,0.0023731417436866,0,0.0196763459842166,0.0056635929166329,0.000229033724335009,0.00345341747680006,0.000707068215639362
"Ntwk41",0,0,0.00201283402395758,0,0.010890712161424,6.17975358232591e-05,0,0,0,0,0.00405215270612513,0,0.00572068617335312,0.00256018362696359,0.00526272229180576,0,0,0.0095962744914118,0,0,0.115116670437052,0,0,0.800555074294984,0,0.000247190143293036,0.00633093683960781,0,0,0,0,0,0.0005826624806193,0.000114766852243195,0.00114766852243195,0,0.000732742210475786,0,0,0,0.000335472337326263,0,0,5.29693164199363e-05,0,0,0,0,0.00572068617335312,0,0.00889443104884764,0.00582110716906592,0.00397049167664439,0,0,0.00478599844402633,0,0,0,0,0,0,0.00471868327107599,0,0,0,0,0,0.000185392607469777,0,0.000529693164199363,0,0,0,0
"Ntwk42",0,0,0,0,0.000836189267046208,0,0,0.00190641108571015,0,0,0.0346383242867532,0,0.117693011567034,0.000944165658887009,0,1.12998549600839e-05,0,0,0,0,0,0,0.00252112319553872,0.00182655877732556,0,0,0.000403781483906998,0,7.63367979525667e-05,0,0.000508493473203775,0,0.00106595298456791,0,0.0683083765573711,0,0.000251107888001864,0,8.03545241605966e-06,0,0,0,0.00304342760258259,0,0,0,0.000492422568371656,0.00183384090607761,0.0867600352756361,2.46085730241827e-05,0.2182027103581,0.00834732841295797,0,0.00664858355062536,0,0,0,0,0,0,0,0,0.000327946901730435,0,1.20531786240895e-05,0.000144638143489074,0.00243047324797004,0,0.00127135923695344,0,0.42432713130331,0.0146704761407329,0.000463796269139443,0,0
"Ntwk43",0,0,0.00244055236053668,0,0.0989997298171961,0,0,0,0,0,0.0227294995086236,0,0.00955140747426583,0,0,0,0,0.00725336912018384,0,0,0.102737753444831,0,0,0.474510033876767,0,0,0,0,0,0,0,0,0.00103990689084912,9.50093376364646e-05,0.0037751366501489,0,0,0,0,0,0,0,0,0.00152608748578571,0,0.136382935135344,0,0,0.000950093376364646,0,0,0,0.115974484054761,0,0,0.0211195365919557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024346142769344,0.000671003447057531
"Ntwk44",0,0,0,0,0.000307285472636081,0,0,0.00015364273631804,0,0,0,0,0,0,0,0,0,0.000992768450055031,0,0,0.0119900427688194,0,0,0.000248192112513758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199617370493208,0,0,0,0,0.000260010784538222,3.5456016073394e-05,0,0,0,0.00594626936230878,0,0,0,0.0550750116340053,0.132407537358084,0.199995567997991,0.256948271149883,0,0,0,0,0.000827307041712526,0.00604672807451673,0.0191876140317184,1.18186720244647e-05,0,0,0.0043138152889296,0.000590933601223233,0,0.244404228129917,0,0,0.0400475701548985,0,0.000248192112513758
"Ntwk45",0.000632613859097398,0.066314773531479,3.51303160414409e-05,0.000248862086156162,0.000544922154169526,0.00502229434216874,0.000788689003647921,0.0140151189080747,0.00624086041920926,0.00400002896239796,0.0547432228659205,0.00729691526326417,0.0384703777688924,0.000911779194968695,0.000238135272097706,0.00680884522360446,0.000263879625837999,0.00106624531741045,0.00306143273228312,0.0200068490707763,0,0.00101153856571233,0.272394839007952,0.0036935102506776,0.00928083952337547,0.00214107208606767,0.0033942321384467,0.0280098568694383,0.0222503622311022,0.00253260079920128,0.0756779413527532,0.00232986401349648,0.0133361115781745,0.000787348151890614,0.147283447748214,0.0991401654021094,0.0215453423771103,0.00202146810931589,0.0234000085278172,0.000321804421753657,8.58145124676419e-06,0,0.00346583362228689,0,0.000405473571409608,0.000137571390299688,0.00177475138597142,0.000138375901354073,0.00103299219382924,0.000332531235812112,0.0109274054813483,0.000274606439896454,0.000144811989789146,0,0,0,0.000332263065460651,0.00193511725614532,0,0.000386165306104388,0.000688661462552826,0,0.000444090102020047,0,0,0,0.000746854428819946,0,8.87643863337171e-05,0,0.0137110137295175,0.00103996462296724,0.000705824365046355,1.50175396818373e-05,0
"Ntwk46",0,0,0.00803966229030669,5.40277879648354e-05,0.00156877049781531,0,0.0192034404895376,0.00308744250133596,0.00415195364481281,6.54882278361642e-05,0.00103504144095057,0.0125701378920125,0.00482582750924694,0.00070989238974402,0.0135622845437304,0.00025933338223121,0.000248855265777424,0.00682518310508503,0.0038533273258799,0,0.0122705292496621,0.000211854417049991,0,0.0571545234028731,0.00126785209090814,0.00542897408761801,0.00510775433008162,0.000374592663222859,0.00185331684776345,0.00146104236302482,0.00393093087586575,0.00135691608076532,0.00123903727066023,0,0.0124434181711496,0.0054803823464694,0.000631306516340622,0.00271710657292245,0.005640828504668,0.00105305070360552,0.000579898257489234,0,0.0224991355553926,0.00135658863962614,0.00612118465584626,0.169218633758396,0.00344730031329568,0.00225836153693012,0.03061443674885,0.0470703186395214,0.00816834665800476,0.00337100652786655,0.135929985225856,0.0063356586020097,0.00388705376321552,0.0206356680323145,0.00515752538323711,0.00621090352798181,0.00115030072194222,0.000460054800549053,0.00285102999884741,0.0267424452780368,0.0594642931986546,0.0196612032021124,0.00968177960329851,0.0401295488123055,0.022358663306684,0.0041503164391169,0.00865950836677599,0.0043006119220009,0.0596185179752088,0.0166137085197565,0.00592308276664187,0.0408528662887559,0.00483597818456154
"Ntwk47",0,0,0.00838702378355714,0,0.000270938297470688,0,2.60831092631228e-06,0.00831725146627829,0.000112157369831428,0,0,4.43412857473088e-05,0,0.000305172378378537,0.00023311778903916,0,0,0.00203220025046306,3.12997311157474e-05,0,0.00714155531624303,0,0,0.0117409855959289,0,0,0,0,5.21662185262456e-06,0,1.30415546315614e-05,0,0,0,2.60831092631228e-06,2.47789537999667e-05,0,2.60831092631228e-06,0.0220806561466966,0.0001486737227998,0,0.00015193411145769,0.0142557233677598,5.47745294525579e-05,0.00194319164010265,0.246280956167661,0.00173680903805819,0.0027178599852174,0.00965075042735544,0.0921255419173498,0.0117109900202764,0.00242572916147042,0.046725607972824,0.00316648946454311,0.00142413776576651,0.0198120777185365,0.000766191334604233,0.00165497328274514,0.00038863832802053,0.0418340468693911,0.00572622059985283,0.00673270257854358,0.0140177149957338,0.0422184466921564,0.0114772201535056,0.0673123540364753,0.0292414477560212,0.00411591464172078,0.00590521593717101,0.00184407582490278,0.144009084746956,0.0550069951638655,0.00539724738427169,0.0463513153548982,0.000921385834719814
"Ntwk48",0,0,0.000406626578069911,0,0.016163406478279,0.00073431976157331,0.0169826394370375,0,0,0,0.00142558494429216,0.00073671168262078,0.00251390902089104,0.00527717581098083,0.0536962355946555,4.78384209494013e-05,0.00711536713596158,0.0151390662896999,0.000177002157512785,0,0.0730983031712089,0.000387491209690151,0,0.414904418834943,0.00812475781799394,0.0135161478589915,0.126503322378335,9.08929998038625e-05,0.0023727856790903,0.00111463520812105,0.00188483378540641,0,2.39192104747006e-05,0.00209412687706004,4.30545788544612e-05,0.000444897314829432,0.00351193807794792,0.000904146155943685,0,9.08929998038625e-05,0.00179394078560255,0,0,5.26222630443414e-05,0.000661964149887341,0.000602764103962456,0,0,0.00336363897300478,6.69737893291618e-05,0.00459308639140439,0.0063565301836517,0.0110602429235016,0.000320517420360989,0.00664655061065744,0.00391976061654157,0,0,0,0,0.00365545334079613,0.0105095031023216,0.167686223013151,4.30545788544612e-05,4.78384209494013e-06,0.000239192104747007,0.00160796892416175,8.61091577089223e-05,0,0.00395504145199175,0.000143515262848204,0,0.00306106096049982,0,4.30545788544612e-05
"Ntwk49",0,0,8.65612311525215e-06,0,0,0,8.06593290284859e-06,4.72152169922844e-06,0,0,0,1.57384056640948e-06,0,0,1.57384056640948e-06,0,0,0,0,0,0.000218763838730918,3.14768113281896e-06,0,0.000136924129277625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000388738619903142,4.72152169922844e-06,0,0,0,0,4.5641376425875e-05,0.0305702791619378,0,0.000599633255802012,7.23966660548361e-05,0.00297711616143434,0.000168400940605815,0,0.00397886568195397,0,0,2.3410878425341e-05,0.000995257428183196,0,0.958794099750409,0,0,0,0,0.000390509190540353,0,0,0,0,3.30506518945991e-05,0.000421789271797741,0,0,0.000116464201914302,0,3.61983330274181e-05
"Ntwk50",0,0.00366513623114901,0.00629943328168414,0.000529935136692508,0.000598511285562696,0.0159113927109674,0.0493754548858388,0.0304307052923525,0.00378753759526514,0.00418157583282359,0.00633081824684212,0.0254693700001789,0.00796205181092818,0.00166622780023721,0.0552240431430285,0.00121506892609123,0.00231401348109793,0.0126131467225152,0.0108742627279372,0,0.017307709810846,0.107181225262763,0,0.0608038191736401,0.0097881860086453,0.0184695812209944,0.0288415275815782,0.0147661553323527,0.0120945101732795,0.0105134925534462,0.00974409013259834,0.00329039974716272,0.00420527148151787,0.00290279542746166,0.0184929630200371,0.0122756014222411,0.0069404711950359,0.00303539690525413,0.0361641107274125,0.00340354254655724,0.0020938479505147,0,0,0.000754180712746282,0.0239889411936769,0.0362187205667874,0.00352688545962811,0.00484379859765699,0.00770720589384538,0.0166268129917436,0.00686106723318621,0.00227164377813466,0.0276258309561838,0.00210734348553263,0.000948296722248394,0.00844851877087689,0.0086815521371749,0,0.113013807187722,0,0.00983447883225332,0.0121236981908765,0.0183807617695973,0.0120450788531557,0.00501343433433587,0.010271671396904,0.00754416099984967,0.000407062998099013,0.00250922796438058,0.00450719484633764,0.0173824060279219,0.00530751145786616,0.00806107137600161,0.00123499837896655,0.000989254101779559
"Ntwk51",0,0,0.000617813146467376,8.20023482490635e-05,0.122356822036267,0,0.0556982313584434,0,0,0,0,0,0,6.70928303855974e-05,0.040785917960378,5.96380714538644e-05,0,0.0373958663361724,0,0,0.107103453417075,0,0,0.402078014052221,0,0,0.000111821383975996,0,0,0,0,0,1.49095178634661e-05,0,0,0,0,0,0,0,0.000193823732225059,0,0,0.00211715153661218,0,0.0657369961048885,0,0,0.0585478129600984,9.69118661125296e-05,0.00134185660771195,0.0159522522690423,0.0419255642320666,0.00200533015263619,0.000141640419702928,0.03809009076169,0,0,0,0,0,0.000178914214361593,0.000134185660771195,0,0,0,0,0,0.00181709748960993,0,0.00452131129209609,0,2.23642767951991e-05,0,0.000805113964627169
"Ntwk52",0,0,0,0,0.000427464015697444,0,0,0.00321762802098194,8.98151575989377e-06,0.00179910987565372,0.0755589660366788,2.94705985871514e-05,0.237561653193925,0.00989959507397541,0,0.00217857891650923,0,0,0,0,0,0,0,0.00177834012045897,0,0,0.00013949416664585,0,0,4.32235445944888e-05,0.0125137775048395,0,0.00169301572073998,0,0.410880488863903,0.0207304610633048,5.41697669268593e-05,0,0.000942497810053853,0,0,0,0,0,0,0,0,0,0.0479447344881504,0,0.0953828553529694,0,0,1.79630315197875e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000737887654148773,0,0.0764596436639757,0,0,0,0
"Ntwk53",0,0,0.238637749915283,0.000813283632666893,0.204208742799051,0,0,0,0,0,0.0142629617078956,0,0.0295188071840054,0.00761775669264656,0.00680447305997967,0.00815994578109116,0.00441884107082345,0.00807522873602169,0,0,0.0775906472382243,0,0,0.327465266011522,0,0.0015452389020671,0.000867502541511352,0,0,0,0,0.00650626906133514,0,0.000352422907488987,0.000162656726533379,0,0,0,0,0,0.00347001016604541,0,0,0.000166045408336157,0,0,0,0,0.0193425957302609,0,0.0212809217214504,0.00791596069129109,0.00404947475432057,9.14944086750254e-05,0,0.00439850898000678,0,0,0,0,0,0,0.000433751270755676,0,0,0,0,0,0.000298203998644527,0,0.00151812944764487,0,0,0,2.71094544222298e-05
"Ntwk54",6.15135406681396e-05,0.000164036108448372,0.000114825275913861,0.000217347843694093,9.68838265523198e-05,0.0263713674972703,1.23027081336279e-05,0.000184540622004419,0,0,0.00697512289892813,0.000340374925030372,0.000878618405876594,0.0030869545158628,0.0019387017567242,0.000852987763931536,0.0209776552063523,0.00469963450704586,0.000807877834108233,0,0.000693052558194373,0.000434695687388186,0,0.00306439955095115,0.23683071986221,0.0791120520404554,0.438324986287607,0.0362150718426894,0.0182013440708636,1.84540622004419e-05,0.020284090035319,0.011576335740905,0.00197253420409168,0.0173391292758318,0.00059052999041414,0.000299365897918279,0.0303056710358368,0.000500310130767535,0.000635639920237442,4.10090271120931e-06,0,0,0,0,0,0,0,0,0,0,0,0,2.87063189784651e-05,0,0.000389585757564884,3.28072216896744e-05,0.000742263390728884,0,0,0.000639740822948652,0.00271479759482056,0.000848886861220326,0.0304199836989117,0,0,0,0,0,0,0,0,0,0,0,0
